aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
1729,72,exploratory_only_not_credible,4,0,2026-05-16T11:59:02Z,6470,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,EXPLORATORY_TRADE_SURFACE,1729,1729,phase_g_explore_20260516,72
