aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
557,4,data_insufficient,2,0,2026-05-16T11:54:46Z,2679,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,REVIEWED_TEMPLATES_V4,701,1729,reviewed_templates_v4,4
