space_id,space_name,domain,space_attribution_status,strategy_families_available,market_count,relationship_count,strict_relationship_count,exploratory_relationship_count,diagnostic_only_relationship_count,price_history_coverage_pct,aligned_tick_count,gross_violation_count,net_violation_count,accepted_trade_count,raw_fill_count,unique_violation_window_count,independent_violation_windows,distinct_relationships_traded,distinct_bundles_traded,simulated_pnl,average_trade_return_pct,median_trade_return_pct,total_trade_cost,total_return_pct,max_drawdown,total_slippage,avg_edge,median_edge,best_edge,worst_trade_pnl,best_trade_pnl,primary_blocker,secondary_blocker,suspicious_flag_count,accepted_trade_suspicious_flag_count,completeness_status,known_total_candidates,dominant_relationship_share_of_pnl,space_grade,recommended_next_action,dominant_trade_share_of_pnl,gross_opportunity_rows,integrity_warning,net_opportunity_rows,raw_replay_fills
07d506e253374f263e904d383a58bb1e,07d506e253374f263e904d383a58bb1e,,synthetic_or_missing,,0,0,0,0,3566,0.0,0,3597,3586,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8005,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3597,,3586,0
089caf0e270e445bb06e54a63b74917d,089caf0e270e445bb06e54a63b74917d,,synthetic_or_missing,,0,0,0,0,0,0.0,0,58,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,58,,48,0
09710712af37ce0f20f1be516ee57b73,09710712af37ce0f20f1be516ee57b73,,synthetic_or_missing,,0,0,0,0,3422,0.0,0,3538,3442,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3538,,3442,0
09d1c47f43ec1bb0f703ddcd94373d2d,09d1c47f43ec1bb0f703ddcd94373d2d,,synthetic_or_missing,,0,0,0,0,3602,0.0,0,3632,3621,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3632,,3621,0
0b6d07e1b4fc8bf6607e55ee1f49d88c,0b6d07e1b4fc8bf6607e55ee1f49d88c,,synthetic_or_missing,,0,0,0,0,125,0.0,0,264,145,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,264,,145,0
0dae4c7ee55662a5291baa962c3b7601,0dae4c7ee55662a5291baa962c3b7601,,synthetic_or_missing,,0,0,0,0,3416,0.0,0,3644,3416,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3644,,3416,0
0e69f68f13a7e9e9ff06741e7b2da41d,0e69f68f13a7e9e9ff06741e7b2da41d,,synthetic_or_missing,,0,0,0,0,3861,0.0,0,3861,3861,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3861,,3861,0
0e7c37808cfd2f32e5291426bc4dc812,0e7c37808cfd2f32e5291426bc4dc812,,synthetic_or_missing,,0,0,0,0,3501,0.0,0,3586,3501,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3586,,3501,0
0e8631d60f527c74720931a440120cc7,0e8631d60f527c74720931a440120cc7,,synthetic_or_missing,,0,0,0,0,3621,0.0,0,3621,3621,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,3621,,3621,0
0f1659e7a4a9343185d77ce9d62fc80b,0f1659e7a4a9343185d77ce9d62fc80b,,synthetic_or_missing,,0,0,0,0,605,0.0,0,732,625,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,732,,625,0
