outcome_space_id,display_name,candidate_count,known_total_candidates,registry_status,configured_expected_total,observed_total,completeness_policy,allow_bundle_backtest,completeness_reason,completeness_score,exhaustiveness_confidence,completeness_status,missing_candidate_warning,strategy_allowed,sum_yes_prices,sum_no_prices,best_executable_basket,gross_edge,net_edge_after_costs,rejection_reason,candidate_names,market_ids,source_relationship_ids
2028_democratic_presidential_nomination,2028_democratic_presidential_nomination,19,,unconfigured,,19,incomplete_unknown,False,outcome space is not configured in registry,0.0,0.0,unknown,known_total_candidates is not configured,False,0.32400000,18.67650000,none,0,0,incomplete_or_unknown_outcome_space,Alexandria Ocasio-Cortez; Andy Beshear; Chelsea Clinton; Dwayne 'The Rock' Johnson; George Clooney; Hillary Clinton; J.B. Pritzker; James Talarico; Jasmine Crockett; Josh Shapiro; Kim Kardashian; LeBron James; Liz Cheney; Michelle Obama; Rahm Emanuel; Raphael Warnock; Stephen A. Smith; Tim Walz; Zohran Mamdani,559653; 559660; 559684; 559686; 559683; 559677; 559663; 559695; 559692; 559655; 559690; 559681; 559678; 559667; 559669; 559664; 559657; 559666; 559671,04d57c6b7c505b644708ea72e0c3213d; 05048c6a01073b8d2448433c13af79da; 0bfed1102544c0b5c1004e56ae114d57; 0fcbe59d2ac276232bbc27a7f804b8de; 101932e46d22fc918fb5a4a9ea7642df; 2001a82f88ffc8b2313b1fcdde2dec9c; 28151abeecb04b8cb68b4d5eab75cc1c; 3830b270af9d01e1a69266b282cbc635; 3e13314a2ef62bed3a348d3310b508d0; 4871e4cd6ee664e30e46190db9475530; 5134e660bb5820009f39cbcc77b7a862; 564f960768d45b186a84130de4871749; 5d4c6b730250a0b05c394ab1aac000cd; 6be6a79d32a399c42d171b11026193d3; 7438ea39d26c0db70da672b8ac9a40ee; 7cbb0c4c1527ba30e40c541a09acf7db; 859bc13ab36f7fca964f0ea61522074c; 9cbd03a0734a8d75a0b1b450e85203a4; 9faaaf2f86fa9f07f52ab0d8104958bc; ace30584469cff3f09dd38f9eecd90a6; af68d0af70b54b60f50e5393ce03a3a5; b09a627b3b7963d0764295d235d33bcc; b758abf398df08350fe85b26c67b75f7; b784416ed3192365346a0902d9d73c9d; bc0df109a56f2652543141cd171b1401; ca5e0568d88d8605a101fc658242c8ad; dbb06d0e3c89d56636e56b49f77fc571; de90120a8d591983a1617bd1111c7e06; ea97dcce0d14cb89403968d08a8cdcd1; eadd61d12be09cbdd90fc72eaef32a08; ec6b851d0c0897603a6fca028c280a57; f24596fb1ec1a83297a0862c02ff357e; f947fe6ffd0ca153ba494bcb83f3d5fd; f9a3a55ae0fe3db13c6c6ef3f620c21b
2028_republican_presidential_nomination,2028 Republican presidential nomination,26,,configured,,26,incomplete_unknown,False,registry marks this outcome space as open-ended/incomplete,0.0,0.0,unknown,known_total_candidates is not configured,False,0.50600000,25.49400000,none,0,0,incomplete_or_unknown_outcome_space,Byron Donalds; Donald Trump Jr; Elise Stefanik; Elon Musk; Eric Trump; Erika Kirk; Glenn Youngkin; Ivanka Trump; Joe Kent; John Thune; Josh Hawley; Katie Britt; Kim Kardashian; Kristi Noem; Marco Rubio; Marjorie Taylor Greene; Matt Gaetz; Nikki Haley; Pete Hegsetd; Rand Paul; Ron DeSantis; Steve Bannon; Ted Cruz; Thomas Massie; Tom Brady; Vivek Ramaswamy,561986; 561978; 561987; 561990; 562006; 562002; 561977; 561998; 562007; 561993; 561988; 561992; 562003; 561994; 561975; 562004; 561991; 561980; 562008; 562000; 561979; 562001; 561989; 562005; 561999; 561981,0349ab76c81fa42dc45988590daaec5b; 04a26c6936cf30dee6ee9ff645c8f67d; 0ccf1b01796cc73bb7619cfe1ab84f76; 0f3d64dd611bfb54cf1bcde2cc9a14e6; 1f57c90f3d265252d152a98d79a6c982; 20878771e91b87f615499925f6d0cfb5; 288069da0e7d24e28d6aea2fbb140c26; 33f311bfb7068d70a77062046e67ced2; 46bd090fbb166328d12a0de66e9d6b77; 4de5aca3b05b10a7780ef47f60bf2605; 5533a25c7318afe36099443776d4ed15; 57b50f46deb9edb59833d951fabbb3e4; 626abcf503659d6e7f07580d32037459; 7cc72317fe9f0961e23842b957569a1e; 7cd7b84ac54bc139a47d3981c05352ba; 7ed3f289d33f5a7108e068f122255519; 8e4d7ddd0af60f845a0ee3b0f9f93afa; 98bf13832da606e84803eda9bd798847; 9b3da1c88ffe97d4ae23fac6847ef2a2; b1811bd5d64c3094919057317780309b; b25b9ebc55a26b1d08e2b800b611f79f; b6a1029b036308218a6c66885debcd8e; c3b07c6d6622f5a2ba97088fbe788aef; d83a7f2081d9ec5b724374956d45a746; dbfbd6d6b3ae1f463a044ffaf6b38927
2028_us_presidential_election,2028_us_presidential_election,38,,unconfigured,,38,incomplete_unknown,False,outcome space is not configured in registry,0.0,0.0,unknown,known_total_candidates is not configured,False,1.96900000,36.03100000,none,0,0,incomplete_or_unknown_outcome_space,Alexandria Ocasio-Cortez; Andy Beshear; Democrats; Donald Trump; Donald Trump Jr; Dwayne 'The Rock' Johnson; Elon Musk; Eric Trump; Gavin Newsom; Glenn Youngkin; Greg Abbott; Gretchen Whitmer; Ivanka Trump; JB Pritzker; JD Vance; James Talarico; Jamie Dimon; Jon Ossoff; Josh Shapiro; Kamala Harris; Kim Kardashian; LeBron James; Marco Rubio; Michelle Obama; Nikki Haley; Pete Buttigieg; Pete Hegseth; Republicans; Ro Khanna; Ron DeSantis; Stephen Smith; Thomas Massie; Tim Walz; Tucker Carlson; Tulsi Gabbard; Vivek Ramaswamy; Wes Moore; Zohran Mamdani,561231; 561237; 565065; 561243; 561244; 561252; 561250; 561263; 561230; 561238; 561249; 561236; 561255; 561241; 561229; 561262; 561258; 561261; 561233; 561239; 561254; 561251; 561234; 561257; 561245; 561232; 561264; 565064; 561259; 561246; 561240; 561260; 561247; 561253; 561242; 561248; 561235; 561256,029ac0b26fa560f6a5ab22168aa097b1; 052292ad6f81d1a7c296d2df4fb09343; 18fb149ec147379b34dea643cb9f5222; 1aefabf4228fe797ec77e4ac83a57065; 1bcb7d7e0b6f792cba103eb3e625d2f4; 1e115b511e71a674888789d9cba7ec59; 316c0695445f864cd8788318b966d150; 40a9e9c9cfaf05ef1d8a695ea1ef2cb8; 4d455533b5f38328758a7542e6818bd1; 50f458ffd06ca3625e89fc3a3c90514b; 5206932d84e00b5a6f9fd87712429efa; 5cddd9684d4012082e707a37a97c1d9c; 5dacef314ca1a59a7c76808cdfe90651; 600618900fcfc4302dc7783dfdf660db; 650e8994dc7fe89d6e5b2002a4067ecf; 6560e506f48b8aa58ece58635e363a2d; 718fe48601f74cd8e7deb3087a7ae977; 73b568d11158e53faec8caf0e2cdf55a; 7f70bd8450eb9db265cae6e924d4779b; 83b12c223af4ded166d25d6f7c437103; 9480eade30bc748de69d78c0a3dab462; 9bcf0da1aaefff1a8e99d1c3bd7bfa14; 9fd4f914809585de3830a93d6968c20b; a53d065bc5412fcee3bd8c731f3de911; b17aa2a2a47d2b461dfd00ecef417d77; b80c1c6747f94c0280c6121bbbe39564; bafa9186cf31c7b689dd1a21d6ad0ca7; c454c72d5beb57de9f7966c60228b857; da3636d4f58fda530cdb0757e05669aa; db53358512ce8e50ed3cc1d5992cb18e; de1b769dd10a85c285f9c7bbcb7c0cfd; f16b286c7668dc8d9caa300fb077e23c; f2984f7d248091b724e43ef24016abe7; f5f3dd0e7bd76afdd722395e9500eda0; f651defc6023435939f60d7cb4debc79; fbfd29cc5348eba4ab67e0ecbb76f38f; fc773a65a96f89af2ea711acb0730966
