aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
0,0,inconclusive,0,4,2026-05-16T11:59:02Z,12480,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,EXPLORATORY_BUNDLE_REENTRY,0,0,phase_g_bundle_20260516,1092
