aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
0,0,data_insufficient,0,3,2026-05-16T11:54:46Z,12930,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,BUNDLE_BT_V2,0,0,bundle_bt_v2,16
