context_source_id,context_space_id,source_type,source_tier,title,url,domain,publisher,retrieved_at_ms,effective_start_ms,effective_end_ms,raw_path,content_hash,status,schema_version,ingested_ts_ms
nba_terms_same_scope_v1_source,nba_championship_conference_progression,manual_terms,1,Manual NBA market terms rule,manual://nba_market_terms,manual,local_curated,1778587384927,0,,manual://nba_market_terms,731e94fd2983fb776c500664c867077a9a4b2eac28fd4769b8459398cb15680f,registered,1,1778587384927
nba_world_championship_conference_v1_source,nba_championship_conference_progression,manual_context,1,Manual NBA progression rule,manual://nba_championship_conference_progression,manual,local_curated,1778587384927,0,,manual://nba_championship_conference_progression,1590a75a09f6adee2d0c97b786ec49aff53aa1a2169fbb2574a1f2dcdd441049,registered,1,1778587384927
epl_world_exact_exclusive_v1_source,premier_league_finish_position,manual_context,1,Manual EPL exact-position rule,manual://premier_league_exact_positions,manual,local_curated,1778587384927,0,,manual://premier_league_exact_positions,00400a17bbe76f01476c80ffba90479a3c66fd2ab5e0dc49d2a354dd44c7beb0,registered,1,1778587384927
epl_terms_same_scope_v1_source,premier_league_finish_position,manual_terms,1,Manual EPL market terms rule,manual://premier_league_market_terms,manual,local_curated,1778587384927,0,,manual://premier_league_market_terms,2757e0c07e12cadb15bfe086fa45012049b9e8952cb14459db18132baef61517,registered,1,1778587384927
epl_world_exact_topn_v1_source,premier_league_finish_position,manual_context,1,Manual EPL ranking rule,manual://premier_league_finish_position,manual,local_curated,1778587384927,0,,manual://premier_league_finish_position,5d68794757d81596634ccf923caf9731e2157a6a308b30ef108e34f2f3d16262,registered,1,1778587384927
same_reference_not_tradeable_v1_source,same_reference_clock_before_gta_vi,manual_context,1,Manual same-reference clock rule,manual://same_reference_clock,manual,local_curated,1778587384927,0,,manual://same_reference_clock,01f332a0bab474006474b57d88a35d1740f2335fdf7c629f63f9ce68caae1737,registered,1,1778587384927
us_nomination_general_not_deterministic_v1_source,us_2028_presidential_nomination_general,manual_context,1,Manual nomination/general dependency rule,manual://us_2028_nomination_general,manual,local_curated,1778587384927,0,,manual://us_2028_nomination_general,dfbdcd898355a7000b0f508d725cfbfdb25507e996e9e3fb59403879da12ddc4,registered,1,1778587384927
