cells_evaluated,classification,dominant_share,max_drawdown,max_pnl,median_pnl,positive_share,robustness_score,slip_sensitivity_penalty,space_id
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2026_colombian_presidential_election_candidate_winner
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2026_colombian_presidential_election_first_round
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2026_nhl_stanley_cup
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2028_democrats_presidential_nomination
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2028_republicans_presidential_nomination
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,2028_us_presidential_election_candidate_winner
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,nba_finals
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,premier_league_finish_position
60,not_worth_tuning,1.0,0.0,1.0,0.0,0.0,0.25,0.0,world_cup_champion
