aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
0,0,inconclusive,0,4,2026-05-16T12:04:04Z,12450,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,EXPLORATORY_BUNDLE_AFTER_EXPANSION,0,0,phase_h_bundle_20260516,1092
