bundle_basket,completeness_status,gross_edge,known_total_candidates,net_edge_after_costs,observed_candidates,rejection_reason,signal_ts_ms,space_attribution_status,space_id,sum_yes_prices
none,unknown,0.0115,,-0.2085,44,net_edge_below_threshold,1774069230000,bundle_space,2028_democrats_presidential_nomination,0.9885
none,unknown,0.0115,,-0.2085,44,net_edge_below_threshold,1774072830000,bundle_space,2028_democrats_presidential_nomination,0.9885
none,unknown,0.015,,-0.205,44,net_edge_below_threshold,1774098030000,bundle_space,2028_democrats_presidential_nomination,0.985
none,unknown,0.015,,-0.205,44,net_edge_below_threshold,1774101630000,bundle_space,2028_democrats_presidential_nomination,0.985
none,unknown,0.015,,-0.205,44,net_edge_below_threshold,1774105230000,bundle_space,2028_democrats_presidential_nomination,0.985
none,unknown,0.015,,-0.205,44,net_edge_below_threshold,1774108830000,bundle_space,2028_democrats_presidential_nomination,0.985
none,unknown,0.015,,-0.205,44,net_edge_below_threshold,1774112430000,bundle_space,2028_democrats_presidential_nomination,0.985
none,unknown,0.0125,,-0.2075,44,net_edge_below_threshold,1774141230000,bundle_space,2028_democrats_presidential_nomination,0.9875
none,unknown,0.0125,,-0.2075,44,net_edge_below_threshold,1774144830000,bundle_space,2028_democrats_presidential_nomination,0.9875
none,unknown,0.0125,,-0.2075,44,net_edge_below_threshold,1774148430000,bundle_space,2028_democrats_presidential_nomination,0.9875
none,unknown,0.0125,,-0.2075,44,net_edge_below_threshold,1774152030000,bundle_space,2028_democrats_presidential_nomination,0.9875
none,unknown,0.0125,,-0.2075,44,net_edge_below_threshold,1774155630000,bundle_space,2028_democrats_presidential_nomination,0.9875
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774184430000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774188030000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774191630000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774195230000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774198830000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.0235,,-0.1965,44,net_edge_below_threshold,1774202430000,bundle_space,2028_democrats_presidential_nomination,0.9765
none,unknown,0.024,,-0.196,44,net_edge_below_threshold,1774227630000,bundle_space,2028_democrats_presidential_nomination,0.976
none,unknown,0.024,,-0.196,44,net_edge_below_threshold,1774231230000,bundle_space,2028_democrats_presidential_nomination,0.976
none,unknown,0.024,,-0.196,44,net_edge_below_threshold,1774234830000,bundle_space,2028_democrats_presidential_nomination,0.976
none,unknown,0.024,,-0.196,44,net_edge_below_threshold,1774238430000,bundle_space,2028_democrats_presidential_nomination,0.976
none,unknown,0.024,,-0.196,44,net_edge_below_threshold,1774242030000,bundle_space,2028_democrats_presidential_nomination,0.976
none,unknown,0.0255,,-0.1945,44,net_edge_below_threshold,1774270830000,bundle_space,2028_democrats_presidential_nomination,0.9745
none,unknown,0.0255,,-0.1945,44,net_edge_below_threshold,1774274430000,bundle_space,2028_democrats_presidential_nomination,0.9745
none,unknown,0.0255,,-0.1945,44,net_edge_below_threshold,1774278030000,bundle_space,2028_democrats_presidential_nomination,0.9745
none,unknown,0.0255,,-0.1945,44,net_edge_below_threshold,1774281630000,bundle_space,2028_democrats_presidential_nomination,0.9745
none,unknown,0.0255,,-0.1945,44,net_edge_below_threshold,1774285230000,bundle_space,2028_democrats_presidential_nomination,0.9745
none,unknown,0.0435,,-0.1765,44,net_edge_below_threshold,1774314030000,bundle_space,2028_democrats_presidential_nomination,0.9565
none,unknown,0.0435,,-0.1765,44,net_edge_below_threshold,1774317630000,bundle_space,2028_democrats_presidential_nomination,0.9565
none,unknown,0.0435,,-0.1765,44,net_edge_below_threshold,1774321230000,bundle_space,2028_democrats_presidential_nomination,0.9565
none,unknown,0.0435,,-0.1765,44,net_edge_below_threshold,1774324830000,bundle_space,2028_democrats_presidential_nomination,0.9565
none,unknown,0.0435,,-0.1765,44,net_edge_below_threshold,1774328430000,bundle_space,2028_democrats_presidential_nomination,0.9565
none,unknown,0.0485,,-0.1715,44,net_edge_below_threshold,1774357230000,bundle_space,2028_democrats_presidential_nomination,0.9515
none,unknown,0.0485,,-0.1715,44,net_edge_below_threshold,1774360830000,bundle_space,2028_democrats_presidential_nomination,0.9515
none,unknown,0.0485,,-0.1715,44,net_edge_below_threshold,1774364430000,bundle_space,2028_democrats_presidential_nomination,0.9515
none,unknown,0.0485,,-0.1715,44,net_edge_below_threshold,1774368030000,bundle_space,2028_democrats_presidential_nomination,0.9515
none,unknown,0.0485,,-0.1715,44,net_edge_below_threshold,1774371630000,bundle_space,2028_democrats_presidential_nomination,0.9515
none,unknown,0.052,,-0.168,44,net_edge_below_threshold,1774400430000,bundle_space,2028_democrats_presidential_nomination,0.948
none,unknown,0.052,,-0.168,44,net_edge_below_threshold,1774404030000,bundle_space,2028_democrats_presidential_nomination,0.948
none,unknown,0.052,,-0.168,44,net_edge_below_threshold,1774407630000,bundle_space,2028_democrats_presidential_nomination,0.948
none,unknown,0.052,,-0.168,44,net_edge_below_threshold,1774411230000,bundle_space,2028_democrats_presidential_nomination,0.948
none,unknown,0.052,,-0.168,44,net_edge_below_threshold,1774414830000,bundle_space,2028_democrats_presidential_nomination,0.948
none,unknown,0.045,,-0.175,44,net_edge_below_threshold,1774443630000,bundle_space,2028_democrats_presidential_nomination,0.955
