fees_usdc,fill_price,fill_ts_ms,first_entry_or_reentry,gross_edge,label,leg,net_edge_after_cost,notional_usdc,preset_name,relationship_id,shares,slippage_cost_usdc,space_attribution_status,space_id,strategy_family,template_id,token_id,trade_id,violation_window_id
0.0,0.256275,1755216007000,first,0.0,,a,0.0,250.0,,a6edab19118abe85173fa9a8b0f4cbe4,975.51458394303,1.25,context_space,sports_championship_conference_progression,nesting,,44914465637297319816681463234953032477919413063019359633128421605039733545953,d34d134521914dbf823ed208e9dbf8b1,
0.0,0.216075,1755216007000,first,0.0,,b,0.0,250.0,,a6edab19118abe85173fa9a8b0f4cbe4,1157.0056693277797,1.25,context_space,sports_championship_conference_progression,nesting,,105874436620923713168019020245858616944322383958692280683224180064376992665538,ff3bad234d2240d5894d36e89f26fe12,
0.0,0.256275,1755219607000,first,0.0,,a,0.0,250.0,,a6edab19118abe85173fa9a8b0f4cbe4,975.51458394303,1.25,context_space,sports_championship_conference_progression,nesting,,44914465637297319816681463234953032477919413063019359633128421605039733545953,9745c9e8635d48618c44c4ad204f23ef,
0.0,0.216075,1755219607000,first,0.0,,b,0.0,250.0,,a6edab19118abe85173fa9a8b0f4cbe4,1157.0056693277797,1.25,context_space,sports_championship_conference_progression,nesting,,105874436620923713168019020245858616944322383958692280683224180064376992665538,0283591771a142528b9567b2e741e0b9,
0.0,0.206025,1754524809000,first,0.0,,a,0.0,250.0,,3496b04d1407bfa617b8d7e95b3dfc9a,1213.4449702705983,1.25,context_space,sports_ranking_finish_position,nesting,,78140458432174397862436707256368409182467606418188760097873260862383336868084,f68f36290d6e43749e198d26d3e14cdc,
0.0,0.547725,1754524809000,first,0.0,,b,0.0,250.0,,3496b04d1407bfa617b8d7e95b3dfc9a,456.4334291843535,1.25,context_space,sports_ranking_finish_position,nesting,,47891421265650815165883328427019266875679075440812617437375575277711635613845,454d27f56fcc4e8685ecd28c7ef9fa74,
0.0,0.206025,1754528409000,first,0.0,,a,0.0,250.0,,3496b04d1407bfa617b8d7e95b3dfc9a,1213.4449702705983,1.25,context_space,sports_ranking_finish_position,nesting,,78140458432174397862436707256368409182467606418188760097873260862383336868084,e3bf68e8cb6243f29e976964df263f7a,
0.0,0.547725,1754528409000,first,0.0,,b,0.0,250.0,,3496b04d1407bfa617b8d7e95b3dfc9a,456.4334291843535,1.25,context_space,sports_ranking_finish_position,nesting,,47891421265650815165883328427019266875679075440812617437375575277711635613845,9f6d128cde9d4908a57da23eaf4a86ca,
