market_id,token_id,question,active,closed,end_date_ms
579393,85441017084806463654810732133026202913371825852145022888238390717165382660001,Will Christian Pulisic be the top goal scorer in the 2025-26 Serie A season?,True,False,2026-05-28T00:00:00Z
579399,104555404835604667954000362375618348132711036465200790582313648268412781952429,Will Francesco Camarda be the top goal scorer in the 2025-26 Serie A season?,True,False,2026-05-28T00:00:00Z
597967,34554555827438551101000555305203609600029621153428996114009350892614396532498,"Starmer out by June 30, 2026?",True,False,2026-06-30T12:00:00Z
553829,68803485030073596962715540294172682212192134248970512695855620898253368033218,Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?,True,False,2026-06-30T00:00:00Z
553838,52393600221905688380980180540161090876971894580569515967716227210336633318551,Will the Minnesota Wild win the 2026 NHL Stanley Cup?,True,False,2026-06-30T00:00:00Z
558940,45415751658241142530386585138386640503488308219341470020075667342738719018629,Will Portugal win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558955,39971087496427056640429359043364261029374524049464674733142166279730655826181,Will Ecuador win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558972,23542782083949026234898323432000742558288032327930681121040136746492993951914,Will Saudi Arabia win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
558982,53465512181802150755993130711224070738002100921790051090044528012833736167995,Will Iraq win the 2026 FIFA World Cup?,True,False,2026-07-20T00:00:00Z
559667,83723134981785004242996949681785273460678873813693556756054904164484296299719,Will Michelle Obama win the 2028 Democratic presidential nomination?,True,False,2028-11-07T00:00:00Z
559678,41340056280794024415573839406074658402877379128871144681466050648033201160259,Will Liz Cheney win the 2028 Democratic presidential nomination?,True,False,2028-11-07T00:00:00Z
561236,4999047257294547885970323631312419427544062131054733229841947946130772277335,Will Gretchen Whitmer win the 2028 US Presidential Election?,True,False,2028-11-07T00:00:00Z
561240,105367778020161609482094090847463497982204321259381518614669619753184648647559,Will Stephen Smith win the 2028 US Presidential Election?,True,False,2028-11-07T00:00:00Z
561992,42282542821681724515855150589432262778581936160356547088323204270366545065655,Will Katie Britt win the 2028 Republican presidential nomination?,True,False,2028-11-07T00:00:00Z
562793,113287701564209339913693347405685749986285999146352375265161592243948562084773,Will the Democratic Party control the Senate after the 2026 Midterm elections?,True,False,2026-11-03T00:00:00Z
562828,34722410608062854697106861099776685947172185964394483545370684749662285977831,"2026 Balance of Power: D Senate, D House",True,False,2026-11-03T00:00:00Z
562832,35477631289241705233759154026285946627439635224019448868888132647783862821489,2026 Balance of Power: Other,True,False,2026-11-03T00:00:00Z
564210,105874436620923713168019020245858616944322383958692280683224180064376992665538,Will the Oklahoma City Thunder win the NBA Western Conference Finals?,True,False,2026-06-16T00:00:00Z
569338,109710008834411230337090857031488261059821089034726354248807420936018491444380,Will Gustavo Bolívar win the 1st round of the 2026 Colombian presidential election?,True,False,2026-05-31T16:00:00Z
569344,33232052119491652564300969744259903933559547696830742958153653325470669042304,Will Abelardo de la Espriella win the 1st round of the 2026 Colombian presidential election?,True,False,2026-05-31T16:00:00Z
572123,37927260280375428448033753970844358590035155195795198096685170864149151675322,Theo James announced as next James Bond?,True,False,2026-06-30T00:00:00Z
577166,115525374107792247441862537671576247536802966403947578146994740913087078766607,Will Cole Palmer be the top goal scorer in the 2025–26 English Premier League season?,True,False,2026-05-27T00:00:00Z
