blocker_category,blocker_reason,relationship_id,signal_ts_ms,space_id,strategy_family
infrastructure,coverage_below_threshold,003f5e14372a4d9cbe0a6524d5c420dd,,003f5e14372a4d9cbe0a6524d5c420dd,mutual_exclusion
infrastructure,coverage_below_threshold,00602c8ae40b471db0635d461b8eb382,,00602c8ae40b471db0635d461b8eb382,mutual_exclusion
infrastructure,coverage_below_threshold,00e1c92e3e7b4ba384be4834321fd476,,00e1c92e3e7b4ba384be4834321fd476,mutual_exclusion
infrastructure,coverage_below_threshold,00f377be69af425780f7602edea9a563,,00f377be69af425780f7602edea9a563,mutual_exclusion
infrastructure,coverage_below_threshold,0118c70188fb41e59734699b01607e65,,0118c70188fb41e59734699b01607e65,mutual_exclusion
infrastructure,coverage_below_threshold,0139095740754937bbe53c36c48ac527,,0139095740754937bbe53c36c48ac527,mutual_exclusion
infrastructure,coverage_below_threshold,01e2ee23232744e7a6b31e87b9b063ca,,01e2ee23232744e7a6b31e87b9b063ca,mutual_exclusion
infrastructure,coverage_below_threshold,01ff889db9824697a7339c734383a3a8,,01ff889db9824697a7339c734383a3a8,mutual_exclusion
infrastructure,coverage_below_threshold,02b69535d30e4dddad3518e182e7a199,,02b69535d30e4dddad3518e182e7a199,mutual_exclusion
infrastructure,coverage_below_threshold,02b85788b7c849d69a7cf2d38aa34c4a,,02b85788b7c849d69a7cf2d38aa34c4a,mutual_exclusion
infrastructure,coverage_below_threshold,0407427ae19b4bb79f6bbe8defa7a0e4,,0407427ae19b4bb79f6bbe8defa7a0e4,mutual_exclusion
infrastructure,coverage_below_threshold,043f4f9203914576849b58b602b2c9f5,,043f4f9203914576849b58b602b2c9f5,mutual_exclusion
infrastructure,coverage_below_threshold,047f0efd7bd945749dcc7538e58c6635,,047f0efd7bd945749dcc7538e58c6635,mutual_exclusion
infrastructure,coverage_below_threshold,04b5d1283b554dd3b4dd42d17bfe6ff5,,04b5d1283b554dd3b4dd42d17bfe6ff5,mutual_exclusion
infrastructure,coverage_below_threshold,04cbcb73e25f4a4ca28373c279219620,,04cbcb73e25f4a4ca28373c279219620,mutual_exclusion
infrastructure,coverage_below_threshold,05a8a6de1ed347bc95761f0755c4c213,,05a8a6de1ed347bc95761f0755c4c213,mutual_exclusion
infrastructure,coverage_below_threshold,05c3e83942804b679e2128f088da7eec,,05c3e83942804b679e2128f088da7eec,mutual_exclusion
infrastructure,coverage_below_threshold,0601b3bd75f7418ca6c9d58b7e783ea1,,0601b3bd75f7418ca6c9d58b7e783ea1,mutual_exclusion
infrastructure,coverage_below_threshold,0601b64405564c6ba8a0e3da2eb4aa40,,0601b64405564c6ba8a0e3da2eb4aa40,mutual_exclusion
infrastructure,coverage_below_threshold,069bcb58d1e541ef9de3cd6f43674624,,069bcb58d1e541ef9de3cd6f43674624,mutual_exclusion
infrastructure,coverage_below_threshold,06ba0430bb174825a2be54fc6d5397d8,,06ba0430bb174825a2be54fc6d5397d8,mutual_exclusion
infrastructure,coverage_below_threshold,07131a27a12c45fab5a232f11da21599,,07131a27a12c45fab5a232f11da21599,mutual_exclusion
infrastructure,coverage_below_threshold,071a480ff7e14cfd9ccac739a42f364c,,071a480ff7e14cfd9ccac739a42f364c,mutual_exclusion
infrastructure,coverage_below_threshold,0784bc3a807a40d3bc9d8fdcb3ea54ce,,0784bc3a807a40d3bc9d8fdcb3ea54ce,mutual_exclusion
infrastructure,coverage_below_threshold,07b51aedd6c947c1966f1050f4492020,,07b51aedd6c947c1966f1050f4492020,mutual_exclusion
infrastructure,coverage_below_threshold,07c2bc8dca6a4a61b9818473817564f3,,07c2bc8dca6a4a61b9818473817564f3,mutual_exclusion
infrastructure,coverage_below_threshold,083fd04bcf67434e9ef818dce7ba3a28,,083fd04bcf67434e9ef818dce7ba3a28,mutual_exclusion
infrastructure,coverage_below_threshold,087b406a33f1406f86d8589f8777ff55,,087b406a33f1406f86d8589f8777ff55,mutual_exclusion
infrastructure,coverage_below_threshold,089caf0e270e445bb06e54a63b74917d,,089caf0e270e445bb06e54a63b74917d,mutual_exclusion
infrastructure,coverage_below_threshold,08ed732da1024b8aa34a417b0b133244,,08ed732da1024b8aa34a417b0b133244,mutual_exclusion
infrastructure,coverage_below_threshold,0904a806509444f985ee5993f78d0528,,0904a806509444f985ee5993f78d0528,mutual_exclusion
infrastructure,coverage_below_threshold,095aaadb501c408f8008a134f41849e8,,095aaadb501c408f8008a134f41849e8,mutual_exclusion
infrastructure,coverage_below_threshold,0971f087267d4321a8b8b4d977535b53,,0971f087267d4321a8b8b4d977535b53,mutual_exclusion
infrastructure,coverage_below_threshold,09dc5fa304c84f46b6c58994d3429e67,,09dc5fa304c84f46b6c58994d3429e67,mutual_exclusion
infrastructure,coverage_below_threshold,0a3e364fc9104330a80a074a97755e60,,0a3e364fc9104330a80a074a97755e60,mutual_exclusion
infrastructure,coverage_below_threshold,0a455c71ba584fd5b8b21e79a613e144,,0a455c71ba584fd5b8b21e79a613e144,mutual_exclusion
infrastructure,coverage_below_threshold,0a5e9ddde2fd435283f1456030f926ce,,0a5e9ddde2fd435283f1456030f926ce,mutual_exclusion
infrastructure,coverage_below_threshold,0aaa933e3e2a47c0b0d857a76204475a,,0aaa933e3e2a47c0b0d857a76204475a,mutual_exclusion
infrastructure,coverage_below_threshold,0aacc4c4348041f59b540efc13f0b092,,0aacc4c4348041f59b540efc13f0b092,mutual_exclusion
infrastructure,coverage_below_threshold,0ad67714787840bb9e6fd346751a5b72,,0ad67714787840bb9e6fd346751a5b72,mutual_exclusion
infrastructure,coverage_below_threshold,0af29aab84654e438aa8e699df4833a8,,0af29aab84654e438aa8e699df4833a8,mutual_exclusion
infrastructure,coverage_below_threshold,0af57d4bdd0b49e58cdffa48d5043e2c,,0af57d4bdd0b49e58cdffa48d5043e2c,mutual_exclusion
infrastructure,coverage_below_threshold,0af70a9820144b078e9cf5745c2ac582,,0af70a9820144b078e9cf5745c2ac582,mutual_exclusion
infrastructure,coverage_below_threshold,0b6f56755425476ba8d36e1206e727b5,,0b6f56755425476ba8d36e1206e727b5,mutual_exclusion
infrastructure,coverage_below_threshold,0c46507ee4234f9c867dedc81655320b,,0c46507ee4234f9c867dedc81655320b,mutual_exclusion
infrastructure,coverage_below_threshold,0c4c89a54b5c431cb15d49ed7a17d2be,,0c4c89a54b5c431cb15d49ed7a17d2be,mutual_exclusion
infrastructure,coverage_below_threshold,0c4fc75080684024802fff75c0cd24e5,,0c4fc75080684024802fff75c0cd24e5,mutual_exclusion
infrastructure,coverage_below_threshold,0c51a380bfb143b7ae04e9004f24317b,,0c51a380bfb143b7ae04e9004f24317b,mutual_exclusion
infrastructure,coverage_below_threshold,0c5e4292e9e04e2b946ee959b2fbe89a,,0c5e4292e9e04e2b946ee959b2fbe89a,mutual_exclusion
infrastructure,coverage_below_threshold,0c84d14800a94b7ba1b21f72180aab16,,0c84d14800a94b7ba1b21f72180aab16,mutual_exclusion
infrastructure,coverage_below_threshold,0cb638c0ef5b429aa026e50c04949087,,0cb638c0ef5b429aa026e50c04949087,mutual_exclusion
infrastructure,coverage_below_threshold,0cc9039578c6419f8d910fbe7623c2c5,,0cc9039578c6419f8d910fbe7623c2c5,mutual_exclusion
infrastructure,coverage_below_threshold,0ce558da90a741059f27963b031f1ea8,,0ce558da90a741059f27963b031f1ea8,mutual_exclusion
infrastructure,coverage_below_threshold,0d357553faba4491a95657692fb1ce8c,,0d357553faba4491a95657692fb1ce8c,mutual_exclusion
infrastructure,coverage_below_threshold,0d703f319ff1454da54866b3c6499e0f,,0d703f319ff1454da54866b3c6499e0f,mutual_exclusion
infrastructure,coverage_below_threshold,0e139a5d7a704f4fb2b5728943ef91d7,,0e139a5d7a704f4fb2b5728943ef91d7,mutual_exclusion
infrastructure,coverage_below_threshold,0ebd518177c148a09eb6caddce164642,,0ebd518177c148a09eb6caddce164642,mutual_exclusion
infrastructure,coverage_below_threshold,0edb12b9b1f846ed94f15c7fb9c2ed59,,0edb12b9b1f846ed94f15c7fb9c2ed59,mutual_exclusion
infrastructure,coverage_below_threshold,0f019b1a99424c27b8188a96a762d174,,0f019b1a99424c27b8188a96a762d174,mutual_exclusion
infrastructure,coverage_below_threshold,0f3a74db5aab47b98fa13cb51893704f,,0f3a74db5aab47b98fa13cb51893704f,mutual_exclusion
infrastructure,coverage_below_threshold,0f624a35be194ca3bea244d3263496e7,,0f624a35be194ca3bea244d3263496e7,mutual_exclusion
infrastructure,coverage_below_threshold,103a86f2d068423c8e4c305ac50fdce7,,103a86f2d068423c8e4c305ac50fdce7,mutual_exclusion
infrastructure,coverage_below_threshold,10684b3c1a7c47c4bd5f978851e82f7d,,10684b3c1a7c47c4bd5f978851e82f7d,mutual_exclusion
infrastructure,coverage_below_threshold,106bd4f059e946368188cc4a92512011,,106bd4f059e946368188cc4a92512011,mutual_exclusion
infrastructure,coverage_below_threshold,106bda08f12a4f88bf1c1a376f718b9b,,106bda08f12a4f88bf1c1a376f718b9b,mutual_exclusion
infrastructure,coverage_below_threshold,1077fa71c70b4dd68309fbe4121982aa,,1077fa71c70b4dd68309fbe4121982aa,mutual_exclusion
infrastructure,coverage_below_threshold,10b3d75bfe4b4996909e9a69b44d9299,,10b3d75bfe4b4996909e9a69b44d9299,mutual_exclusion
infrastructure,coverage_below_threshold,10b74bc3fdc44618b378d143cec5b1d3,,10b74bc3fdc44618b378d143cec5b1d3,mutual_exclusion
infrastructure,coverage_below_threshold,111b86f0a8044399b33e500877415116,,111b86f0a8044399b33e500877415116,mutual_exclusion
infrastructure,coverage_below_threshold,115798a4d1d6455d9f454c5f47bc149a,,115798a4d1d6455d9f454c5f47bc149a,mutual_exclusion
infrastructure,coverage_below_threshold,119b6ae7407f4b99a24cbfb07b9eea79,,119b6ae7407f4b99a24cbfb07b9eea79,mutual_exclusion
infrastructure,coverage_below_threshold,11b8ade2f98b4308a72e9c5e9fdb1258,,11b8ade2f98b4308a72e9c5e9fdb1258,mutual_exclusion
infrastructure,coverage_below_threshold,124de3610de441f3926f15a9805647e1,,124de3610de441f3926f15a9805647e1,mutual_exclusion
infrastructure,coverage_below_threshold,124f2c304f4145c09a86e53b516848b4,,124f2c304f4145c09a86e53b516848b4,mutual_exclusion
infrastructure,coverage_below_threshold,127f10caf21447faae80d17e6d5ce3b1,,127f10caf21447faae80d17e6d5ce3b1,mutual_exclusion
infrastructure,coverage_below_threshold,12afbb7aa671428894a7163a653f40ad,,12afbb7aa671428894a7163a653f40ad,mutual_exclusion
infrastructure,coverage_below_threshold,12f5655398aa4c0ba805443adc11b84e,,12f5655398aa4c0ba805443adc11b84e,mutual_exclusion
infrastructure,coverage_below_threshold,1313bf99e760472e87cd2c2527f45903,,1313bf99e760472e87cd2c2527f45903,mutual_exclusion
infrastructure,coverage_below_threshold,13375406c6244a3883eaa66c78ba043d,,13375406c6244a3883eaa66c78ba043d,mutual_exclusion
infrastructure,coverage_below_threshold,133b0cc8f92241c99512dc74c14f44c7,,133b0cc8f92241c99512dc74c14f44c7,mutual_exclusion
infrastructure,coverage_below_threshold,135afd88a355459d96bc1f80157d72cd,,135afd88a355459d96bc1f80157d72cd,mutual_exclusion
infrastructure,coverage_below_threshold,13614fe1191346e08fb8d26e02a64e8b,,13614fe1191346e08fb8d26e02a64e8b,mutual_exclusion
infrastructure,coverage_below_threshold,13b4f79f27fc4062a7e06d97ade747aa,,13b4f79f27fc4062a7e06d97ade747aa,mutual_exclusion
infrastructure,coverage_below_threshold,13cbd62bda0540499fae7ec6fe6a3cfb,,13cbd62bda0540499fae7ec6fe6a3cfb,mutual_exclusion
infrastructure,coverage_below_threshold,1411fcfcfd6241b29c1a86c963fca12e,,1411fcfcfd6241b29c1a86c963fca12e,mutual_exclusion
infrastructure,coverage_below_threshold,1432e531e3164711976afa60b5627153,,1432e531e3164711976afa60b5627153,mutual_exclusion
infrastructure,coverage_below_threshold,143df08fce05449ca5101e4e2dd867c0,,143df08fce05449ca5101e4e2dd867c0,mutual_exclusion
infrastructure,coverage_below_threshold,145ecef2690640e2b20399967c50d6cf,,145ecef2690640e2b20399967c50d6cf,mutual_exclusion
infrastructure,coverage_below_threshold,14b0fd5268e04bae98795e319fd1a8b2,,14b0fd5268e04bae98795e319fd1a8b2,mutual_exclusion
infrastructure,coverage_below_threshold,1501252304094a12a38efe2d036cea19,,1501252304094a12a38efe2d036cea19,mutual_exclusion
infrastructure,coverage_below_threshold,1506e600858841b58197ce3a12956fc0,,1506e600858841b58197ce3a12956fc0,mutual_exclusion
infrastructure,coverage_below_threshold,1529888fd85d4217ab52bc5ecb7c4b15,,1529888fd85d4217ab52bc5ecb7c4b15,mutual_exclusion
infrastructure,coverage_below_threshold,155a0ea38d4b45488ed33ef0cf429b4b,,155a0ea38d4b45488ed33ef0cf429b4b,mutual_exclusion
infrastructure,coverage_below_threshold,158b394048214cf98f5dd01de910b7e5,,158b394048214cf98f5dd01de910b7e5,mutual_exclusion
infrastructure,coverage_below_threshold,1698ba25b41c466a8eaab5f90ea87098,,1698ba25b41c466a8eaab5f90ea87098,mutual_exclusion
infrastructure,coverage_below_threshold,17a6d41bf6124775a3cebf6a9c4bfe69,,17a6d41bf6124775a3cebf6a9c4bfe69,mutual_exclusion
infrastructure,coverage_below_threshold,185725ff03ea4767acea954abf99dce3,,185725ff03ea4767acea954abf99dce3,mutual_exclusion
infrastructure,coverage_below_threshold,19605fb710d34df5bd3f173fa379fa07,,19605fb710d34df5bd3f173fa379fa07,mutual_exclusion
infrastructure,coverage_below_threshold,1962012283534391bae3854b6148e915,,1962012283534391bae3854b6148e915,mutual_exclusion
infrastructure,coverage_below_threshold,1988d53161804cb1b0064746041e89c4,,1988d53161804cb1b0064746041e89c4,mutual_exclusion
infrastructure,coverage_below_threshold,19d3548dc36c477dbb0eef157ea0ae8d,,19d3548dc36c477dbb0eef157ea0ae8d,mutual_exclusion
infrastructure,coverage_below_threshold,1a32be258881485dad3427d5a3f4542e,,1a32be258881485dad3427d5a3f4542e,mutual_exclusion
infrastructure,coverage_below_threshold,1aa79df48df2415eaa61c8d41757949c,,1aa79df48df2415eaa61c8d41757949c,mutual_exclusion
infrastructure,coverage_below_threshold,1ab1acfea8344dd6b5a08ed122fb6c2a,,1ab1acfea8344dd6b5a08ed122fb6c2a,mutual_exclusion
infrastructure,coverage_below_threshold,1ab7ceb0901349de933e66cc84d8f499,,1ab7ceb0901349de933e66cc84d8f499,mutual_exclusion
infrastructure,coverage_below_threshold,1adc9b8d3a5e4651bbcd7a265e78e45e,,1adc9b8d3a5e4651bbcd7a265e78e45e,mutual_exclusion
infrastructure,coverage_below_threshold,1afaf03d3713419e9574f12bcbd83667,,1afaf03d3713419e9574f12bcbd83667,mutual_exclusion
infrastructure,coverage_below_threshold,1b07ab65ded8445ab7cbfc9d534f97cd,,1b07ab65ded8445ab7cbfc9d534f97cd,mutual_exclusion
infrastructure,coverage_below_threshold,1b11bb94e57c46588ed2f7cb00cc7bcc,,1b11bb94e57c46588ed2f7cb00cc7bcc,mutual_exclusion
infrastructure,coverage_below_threshold,1b164b6de9f642a690fa57f4c6de2fdd,,1b164b6de9f642a690fa57f4c6de2fdd,mutual_exclusion
infrastructure,coverage_below_threshold,1bbd9501997e4f9f8a2fb4ffc92a673f,,1bbd9501997e4f9f8a2fb4ffc92a673f,mutual_exclusion
