space_id,space_name,domain,space_attribution_status,strategy_families_available,market_count,relationship_count,strict_relationship_count,exploratory_relationship_count,diagnostic_only_relationship_count,price_history_coverage_pct,aligned_tick_count,gross_violation_count,net_violation_count,accepted_trade_count,raw_fill_count,unique_violation_window_count,independent_violation_windows,distinct_relationships_traded,distinct_bundles_traded,simulated_pnl,average_trade_return_pct,median_trade_return_pct,total_trade_cost,total_return_pct,max_drawdown,total_slippage,avg_edge,median_edge,best_edge,worst_trade_pnl,best_trade_pnl,primary_blocker,secondary_blocker,suspicious_flag_count,accepted_trade_suspicious_flag_count,completeness_status,known_total_candidates,dominant_relationship_share_of_pnl,space_grade,recommended_next_action,dominant_trade_share_of_pnl,gross_opportunity_rows,integrity_warning,net_opportunity_rows,raw_replay_fills
795fdadddff035e1369f5bcb901896cc,795fdadddff035e1369f5bcb901896cc,,synthetic_or_missing,,0,0,0,0,15,0.0,0,35,35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,35,,35,0
89457fa3a87ec777f61927d07717179e,89457fa3a87ec777f61927d07717179e,,synthetic_or_missing,,0,0,0,0,38,0.0,0,83,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,83,,58,0
8b3a4e3056a18f0839340670a6910cbc,8b3a4e3056a18f0839340670a6910cbc,,synthetic_or_missing,,0,0,0,0,75,0.0,0,107,95,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,107,,95,0
a8492ca9ed1f953a40a72715c44b57da,a8492ca9ed1f953a40a72715c44b57da,,synthetic_or_missing,,0,0,0,0,27,0.0,0,72,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,72,,47,0
b63564c4676697cd8b4529bfb38adaf5,b63564c4676697cd8b4529bfb38adaf5,,synthetic_or_missing,,0,0,0,0,27,0.0,0,47,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,47,,47,0
b7ae8c187818a9adc502bec58d5cd39a,b7ae8c187818a9adc502bec58d5cd39a,,synthetic_or_missing,,0,0,0,0,28,0.0,0,72,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,72,,48,0
champions_league_champion,champions_league_champion,,outcome_space,none;pairwise_mutual_exclusion,0,5,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
f6fe1d2f110b43d7b1f12bf926a6ed4c,f6fe1d2f110b43d7b1f12bf926a6ed4c,,synthetic_or_missing,,0,0,0,0,1106,0.0,0,1282,1126,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.0,0.0,economic_or_replay,,0,0,unknown,,0.0,B_PROMISING_GATE_BLOCKED,Run looser economic/replay preset (exploratory_trade_surface) on this space.,0.0,1282,,1126,0
finish_position,finish_position,,outcome_space,none,0,58,0,0,58,0.9666666666666667,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
gta_vi_reference_clock,gta_vi_reference_clock,,outcome_space,none,0,38,0,0,28,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
june_2026_reference_clock,june_2026_reference_clock,,outcome_space,none,0,1,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
ligue_1_champion,ligue_1_champion,,outcome_space,pairwise_mutual_exclusion,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
nba_eastern_conference_winner,nba_eastern_conference_winner,,outcome_space,pairwise_mutual_exclusion,0,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
nba_finals,nba_finals,,outcome_space,nesting;pairwise_mutual_exclusion,0,18,7,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
nba_western_conference_winner,nba_western_conference_winner,,outcome_space,pairwise_mutual_exclusion,0,6,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
next_actor_announced,next_actor_announced,,outcome_space,pairwise_mutual_exclusion,0,105,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
premier_league_champion,premier_league_champion,,outcome_space,none,0,1,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
premier_league_finish_position,premier_league_finish_position,,outcome_space,nesting;none;pairwise_mutual_exclusion,0,131,3,0,122,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,D_VALID_BUT_STRATEGICALLY_WEAK,Low priority — relationships exist and have price coverage but no signal observed.,0.0,0,,0,0
same_reference_clock_before_gta_vi,same_reference_clock_before_gta_vi,,context_space,,0,2,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
unattributed_no_space,unattributed_no_space,,synthetic_or_missing,none,0,966,0,0,957,0.9885714285714285,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
unknown_year_democrats_presidential_nomination,unknown_year_democrats_presidential_nomination,,outcome_space,pairwise_mutual_exclusion,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,C_INFRASTRUCTURE_BLOCKED,"Backfill price history for markets in this space, then run alignment and a backtest.",0.0,0,,0,0
unknown_year_us_presidential_election_candidate_winner,unknown_year_us_presidential_election_candidate_winner,,outcome_space,pairwise_mutual_exclusion,0,45,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,C_INFRASTRUCTURE_BLOCKED,"Backfill price history for markets in this space, then run alignment and a backtest.",0.0,0,,0,0
world_cup_champion,world_cup_champion,,outcome_space,none;pairwise_mutual_exclusion,0,1184,0,0,56,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,unknown,,0.0,E_INVALID_OR_AUDIT_RISK,Repair taxonomy/templates — space is dominated by diagnostic-only relationships.,0.0,0,,0,0
