blocker_category,count,space_id
infrastructure,1,003f5e14372a4d9cbe0a6524d5c420dd
infrastructure,1,00602c8ae40b471db0635d461b8eb382
infrastructure,1,00e1c92e3e7b4ba384be4834321fd476
infrastructure,1,00f377be69af425780f7602edea9a563
infrastructure,1,0118c70188fb41e59734699b01607e65
infrastructure,1,0139095740754937bbe53c36c48ac527
infrastructure,1,01e2ee23232744e7a6b31e87b9b063ca
infrastructure,1,01ff889db9824697a7339c734383a3a8
infrastructure,1,02b69535d30e4dddad3518e182e7a199
infrastructure,1,02b85788b7c849d69a7cf2d38aa34c4a
infrastructure,1,0407427ae19b4bb79f6bbe8defa7a0e4
infrastructure,1,043f4f9203914576849b58b602b2c9f5
infrastructure,1,047f0efd7bd945749dcc7538e58c6635
infrastructure,1,04b5d1283b554dd3b4dd42d17bfe6ff5
infrastructure,1,04cbcb73e25f4a4ca28373c279219620
infrastructure,1,05a8a6de1ed347bc95761f0755c4c213
infrastructure,1,05c3e83942804b679e2128f088da7eec
infrastructure,1,0601b3bd75f7418ca6c9d58b7e783ea1
infrastructure,1,0601b64405564c6ba8a0e3da2eb4aa40
infrastructure,1,069bcb58d1e541ef9de3cd6f43674624
infrastructure,1,06ba0430bb174825a2be54fc6d5397d8
infrastructure,1,07131a27a12c45fab5a232f11da21599
infrastructure,1,071a480ff7e14cfd9ccac739a42f364c
infrastructure,1,0784bc3a807a40d3bc9d8fdcb3ea54ce
infrastructure,1,07b51aedd6c947c1966f1050f4492020
infrastructure,1,07c2bc8dca6a4a61b9818473817564f3
infrastructure,1,083fd04bcf67434e9ef818dce7ba3a28
infrastructure,1,087b406a33f1406f86d8589f8777ff55
infrastructure,1,089caf0e270e445bb06e54a63b74917d
infrastructure,1,08ed732da1024b8aa34a417b0b133244
infrastructure,1,0904a806509444f985ee5993f78d0528
infrastructure,1,095aaadb501c408f8008a134f41849e8
infrastructure,1,0971f087267d4321a8b8b4d977535b53
infrastructure,1,09dc5fa304c84f46b6c58994d3429e67
infrastructure,1,0a3e364fc9104330a80a074a97755e60
infrastructure,1,0a455c71ba584fd5b8b21e79a613e144
infrastructure,1,0a5e9ddde2fd435283f1456030f926ce
