aligned_price_series,candidates_accepted,credibility_label,distinct_relationships_traded,distinct_spaces_traded,generated_at,gross_violations,note,preset_label,price_history_present,relationships_loaded,run_id,trades_executed
617,4,data_insufficient,2,0,2026-05-16T12:04:04Z,2679,RESEARCH-ONLY — diagnostic / exploratory. Not trading advice.,STRICT_RESEARCH,917,1945,phase_h_strict_20260516,4
