context_space_id,market_id_a,market_id_b,rejection_reason,relationship_id,relationship_subtype,relationship_type,strategy_lane
premier_league_finish_position,572765,582134,relationship_confidence_below_threshold,05ae0794a6a689f86dd1441ff2df26ec,team_exact_finish_position_vs_team_top_n_finish,rejected,exploratory_context_unreviewed
premier_league_finish_position,572770,582138,relationship_confidence_below_threshold,4d8e3f1dfa6859ea0a922dd6e3d3c163,team_exact_finish_position_vs_team_top_n_finish,rejected,exploratory_context_unreviewed
premier_league_finish_position,572772,582139,relationship_confidence_below_threshold,866a3f7cda29a5d81f552e8d3bf9ee2e,team_exact_finish_position_vs_team_top_n_finish,rejected,exploratory_context_unreviewed
