cells_evaluated,classification,dominant_share,max_drawdown,max_pnl,median_pnl,positive_share,robustness_score,slip_sensitivity_penalty,space_id
60,robust_candidate,0.5,1.0704,5.3521,4.8303,1.0,0.8808,0.0423,sports_championship_conference_progression
