accepted_trades,alignment_mode,avg_trade_pnl,cooldown_minutes,credibility_label,distinct_bundles_traded,distinct_relationships_traded,dominant_trade_share_of_pnl,exposure_used,max_drawdown,max_exposure_per_space,max_loss,max_stake_per_trade,max_win,median_trade_pnl,min_confidence,min_edge,overfit_warning,parameter_set_id,positive_after_costs,positive_share,raw_fills,reentry_policy,robustness_score,simulated_pnl,sizing_policy,slippage_bps,slippage_paid,space_id,strategy_family,unique_violation_windows,win_rate
52,forward_fill_max_age,0.102925,60,exploratory_only_not_credible,0,3,0.5,100.0,1.0704200000000001,100.0,0.0,25.0,5.3521,0.102925,0.35,0.0,False,25490484c32b,True,1.0,104,first_violation_only,0.8808,5.3521,flat_small,0,0.0,sports_championship_conference_progression,nesting,52,0.55
